"kTotal" "kWithin" "kOut" "kDiff"
"GENE:JGI_V11_100036" 1.33522414448809 0.511977332026306 0.823246812461787 -0.311269480435481
"GENE:JGI_V11_100066" 50.3999018103303 28.3051352558952 22.094766554435 6.21036870146019
"GENE:JGI_V11_100070" 67.708140602739 44.8907929313878 22.8173476713511 22.0734452600367
"GENE:JGI_V11_100082" 84.9561827721805 25.9311255888621 59.0250571833185 -33.0939315944564
"GENE:JGI_V11_100137" 7.79667484967797 4.23321602246387 3.56345882721409 0.669757195249781
"GENE:JGI_V11_100142" 17.4619923419011 9.6168182541547 7.84517408774642 1.77164416640828
"GENE:JGI_V11_100180" 35.1283355307582 16.4317215673045 18.6966139634536 -2.26489239614911
"GENE:JGI_V11_100198" 2.34167683441291 1.28920269687483 1.05247413753809 0.236728559336738
"GENE:JGI_V11_100200" 183.142365967178 84.9289979031093 98.2133680640684 -13.284370160959
"GENE:JGI_V11_100207" 28.0495820883127 17.3079348208392 10.7416472674736 6.5662875533656
"GENE:JGI_V11_100208" 2.79084186016182 0.889828324914084 1.90101353524773 -1.01118521033365
"GENE:JGI_V11_100213" 120.518725977587 26.5524230025606 93.9663029750259 -67.4138799724653
"GENE:JGI_V11_100217" 94.2897712636618 42.2453731039008 52.044398159761 -9.79902505586017
"GENE:JGI_V11_100218" 155.312453864311 72.0963424225528 83.2161114417585 -11.1197690192057
"GENE:JGI_V11_100245" 49.0815773769653 31.672498857294 17.4090785196713 14.2634203376227
"GENE:JGI_V11_100270" 40.7087998665637 29.126281571486 11.5825182950777 17.5437632764084
"GENE:JGI_V11_100284" 38.9683977017751 27.5339563190414 11.4344413827337 16.0995149363077
"GENE:JGI_V11_100304" 20.7860099041946 9.89617070525957 10.889839198935 -0.99366849367545
"GENE:JGI_V11_100309" 3.59575975834693 0.261482948305496 3.33427681004144 -3.07279386173594
"GENE:JGI_V11_100339" 45.8759918015122 42.3625793519867 3.51341244952548 38.8491669024613
"GENE:JGI_V11_100340" 74.3378231639561 67.5559895945629 6.78183356939319 60.7741560251697
"GENE:JGI_V11_100344" 16.2186351648181 5.44355290651375 10.7750822583044 -5.33152935179062
"GENE:JGI_V11_100385" 10.8370434394744 3.61120250931615 7.22584093015823 -3.61463842084207
"GENE:JGI_V11_100387" 17.3951109509691 5.08154261096371 12.3135683400054 -7.23202572904166
"GENE:JGI_V11_100432" 0.916740734844916 0.230556133480458 0.686184601364458 -0.455628467884001
"GENE:JGI_V11_100451" 122.653978635149 72.5016561137803 50.1523225213689 22.3493335924114
"GENE:JGI_V11_10046" 10.6698182113523 2.81330949508207 7.85650871627021 -5.04319922118814
"GENE:JGI_V11_100467" 87.675037693993 35.8723605776198 51.8026771163732 -15.9303165387534
"GENE:JGI_V11_100476" 12.976060840657 8.32489260177626 4.65116823888076 3.6737243628955
"GENE:JGI_V11_100485" 139.200873792424 105.716173843065 33.4846999493597 72.2314738937052
"GENE:JGI_V11_100505" 9.08356520013536 6.51005411110292 2.57351108903244 3.93654302207048
"GENE:JGI_V11_100529" 27.7100668161457 12.3680060891461 15.3420607269995 -2.9740546378534
"GENE:JGI_V11_100541" 32.4703018490371 17.6529898147164 14.8173120343207 2.83567778039564
"GENE:JGI_V11_100563" 51.5022553856873 40.6112163765926 10.8910390090947 29.7201773674979
"GENE:JGI_V11_100564" 21.6629913357083 18.055869451143 3.60712188456536 14.4487475665776
"GENE:JGI_V11_100606" 68.0560329522167 22.159748308142 45.8962846440747 -23.7365363359328
"GENE:JGI_V11_100611" 109.889287555754 49.2506848044096 60.6386027513439 -11.3879179469344
"GENE:JGI_V11_100622" 7.63205318887615 2.68588580917847 4.94616737969769 -2.26028157051922
"GENE:JGI_V11_100633" 14.8932490397379 6.71565672487255 8.17759231486531 -1.46193558999276
