"kTotal" "kWithin" "kOut" "kDiff"
"GENE:JGI_V11_100036" 95.8980523271731 49.2301263523562 46.6679259748169 2.56220037753938
"GENE:JGI_V11_100066" 31.0408354927702 20.3963747050006 10.6444607877696 9.75191391723103
"GENE:JGI_V11_100070" 26.8908633144419 12.9234268795322 13.9674364349097 -1.04400955537755
"GENE:JGI_V11_100082" 75.7368177272779 16.1674801994711 59.5693375278068 -43.4018573283356
"GENE:JGI_V11_100137" 54.8761627656647 23.1182760348773 31.7578867307873 -8.63961069590999
"GENE:JGI_V11_100142" 186.60209195399 26.0384083316822 160.563683622308 -134.525275290626
"GENE:JGI_V11_100180" 5.6885376279433 0.316025040868875 5.37251258707442 -5.05648754620555
"GENE:JGI_V11_100198" 50.8334639795373 16.8387615343991 33.9947024451381 -17.155940910739
"GENE:JGI_V11_100200" 116.074575839543 92.0896627988666 23.9849130406768 68.1047497581897
"GENE:JGI_V11_100207" 90.8451355663368 39.5080279266521 51.3371076396846 -11.8290797130325
"GENE:JGI_V11_100208" 2.83104585998029 0.601999403119499 2.22904645686079 -1.62704705374129
"GENE:JGI_V11_100213" 74.5265618691822 8.65024456108657 65.8763173080956 -57.226072747009
"GENE:JGI_V11_100217" 73.2184601347441 60.776394430913 12.4420657038311 48.3343287270819
"GENE:JGI_V11_100218" 106.116899707685 87.6578489408986 18.4590507667863 69.1987981741123
"GENE:JGI_V11_100245" 9.53079503177868 0.846773034543844 8.68402199723484 -7.83724896269099
"GENE:JGI_V11_100270" 35.6931739349477 23.4461965165753 12.2469774183724 11.1992190982029
"GENE:JGI_V11_100284" 16.1773180886718 9.07521498173875 7.10210310693307 1.97311187480567
"GENE:JGI_V11_100304" 46.8786149746848 25.9020082433814 20.9766067313035 4.92540151207791
"GENE:JGI_V11_100309" 78.8784823661999 9.65159756215263 69.2268848040472 -59.5752872418946
"GENE:JGI_V11_100339" 164.735847268723 107.150476929602 57.5853703391214 49.5651065904802
"GENE:JGI_V11_100340" 185.986047020415 146.273449041301 39.7125979791141 106.560851062187
"GENE:JGI_V11_100344" 55.1941567504168 40.9286978242706 14.2654589261462 26.6632388981244
"GENE:JGI_V11_100385" 26.4176168416331 6.65347536657524 19.7641414750578 -13.1106661084826
"GENE:JGI_V11_100387" 57.8983977937098 19.7841816836631 38.1142161100467 -18.3300344263836
"GENE:JGI_V11_100432" 101.001842704587 55.0601776259578 45.9416650786293 9.11851254732856
"GENE:JGI_V11_100451" 140.260534024529 62.6487553698636 77.6117786546653 -14.9630232848017
"GENE:JGI_V11_10046" 17.3325519017342 13.9993821454154 3.33316975631888 10.6662123890965
"GENE:JGI_V11_100467" 91.9763530959717 42.3440393066182 49.6323137893535 -7.2882744827353
"GENE:JGI_V11_100476" 24.8891634502236 10.7583531003385 14.130810349885 -3.3724572495465
"GENE:JGI_V11_100485" 330.94013426542 175.458662784744 155.481471480676 19.9771913040673
"GENE:JGI_V11_100505" 123.43591063738 87.5811541300168 35.8547565073635 51.7263976226533
"GENE:JGI_V11_100529" 39.333553625589 15.6927038354371 23.640849790152 -7.94814595471488
"GENE:JGI_V11_100541" 3.92418233214014 1.4778227419954 2.44635959014474 -0.968536848149335
"GENE:JGI_V11_100563" 107.857554333688 48.310778590066 59.5467757436215 -11.2359971535556
"GENE:JGI_V11_100564" 12.5649056027918 3.01696339946702 9.54794220332482 -6.53097880385781
"GENE:JGI_V11_100606" 126.274003503468 37.3197747317239 88.9542287717444 -51.6344540400205
"GENE:JGI_V11_100611" 85.5737237669317 49.6488273094064 35.9248964575253 13.7239308518811
"GENE:JGI_V11_100622" 58.0734870295411 8.78529621394891 49.2881908155922 -40.5028946016432
"GENE:JGI_V11_100633" 48.8283072926525 19.7829011053628 29.0454061872897 -9.26250508192685
"GENE:JGI_V11_100635" 193.231547896689 45.2269033276498 148.004644569039 -102.777741241389
"GENE:JGI_V11_100643" 133.765408617232 91.548710878119 42.2166977391126 49.3320131390064
"GENE:JGI_V11_100649" 6.99992546736843 2.94025593692754 4.05966953044089 -1.11941359351335
