"kTotal" "kWithin" "kOut" "kDiff"
"GENE:JGI_V11_100036" 6.48727628521846 0.42879279331703 6.05848349190143 -5.6296906985844
"GENE:JGI_V11_100066" 45.0034783300094 26.6106297869636 18.3928485430458 8.2177812439178
"GENE:JGI_V11_100070" 48.8946183609847 35.3292317531274 13.5653866078573 21.7638451452701
"GENE:JGI_V11_100082" 3.72764149052743 1.72439716190669 2.00324432862074 -0.278847166714055
"GENE:JGI_V11_100137" 3.4675465172835 0.990841339908848 2.47670517737465 -1.4858638374658
"GENE:JGI_V11_100142" 34.8331871583933 7.58054165561412 27.2526455027792 -19.672103847165
"GENE:JGI_V11_100180" 6.53166864788727 1.93453664369852 4.59713200418875 -2.66259536049023
"GENE:JGI_V11_100198" 39.014535638603 6.10053402886339 32.9140016097396 -26.8134675808762
"GENE:JGI_V11_100200" 70.4049001745296 57.1691784116121 13.2357217629175 43.9334566486946
"GENE:JGI_V11_100207" 11.6735414591486 1.77033581775595 9.90320564139263 -8.13286982363669
"GENE:JGI_V11_100208" 3.41616148710645 0.298121023702071 3.11804046340438 -2.81991943970231
"GENE:JGI_V11_100213" 16.9397746034578 0.650214651668336 16.2895599517895 -15.6393453001212
"GENE:JGI_V11_100217" 5.77151460648426 2.4135119740939 3.35800263239037 -0.944490658296472
"GENE:JGI_V11_100218" 72.8826618160339 57.1245006795103 15.7581611365236 41.3663395429867
"GENE:JGI_V11_100245" 27.279323957042 15.4135943404635 11.8657296165785 3.54786472388503
"GENE:JGI_V11_100270" 20.0912938835459 9.03552302213063 11.0557708614153 -2.02024783928464
"GENE:JGI_V11_100284" 7.69832809469711 1.98196920444662 5.71635889025049 -3.73438968580386
"GENE:JGI_V11_100304" 14.4354813079961 3.05129989261036 11.3841814153858 -8.33288152277543
"GENE:JGI_V11_100309" 11.534713100632 0.750760100590911 10.7839530000411 -10.0331928994501
"GENE:JGI_V11_100339" 12.974377139186 3.74177461521943 9.23260252396658 -5.49082790874715
"GENE:JGI_V11_100340" 50.6819209724955 18.466144739605 32.2157762328905 -13.7496314932855
"GENE:JGI_V11_100344" 6.27868349242789 3.1637404234698 3.11494306895809 0.0487973545117057
"GENE:JGI_V11_100385" 35.8858270269281 17.4318023825138 18.4540246444143 -1.02222226190053
"GENE:JGI_V11_100387" 11.6405396226035 2.90922687702184 8.73131274558163 -5.82208586855979
"GENE:JGI_V11_100432" 3.79102657680535 0.750328401698334 3.04069817510701 -2.29036977340868
"GENE:JGI_V11_100451" 69.447453570951 37.7226179250213 31.7248356459296 5.99778227909169
"GENE:JGI_V11_10046" 8.27629880266382 3.22708560969199 5.04921319297183 -1.82212758327984
"GENE:JGI_V11_100467" 10.7293934578188 3.78325118047295 6.9461422773459 -3.16289109687294
"GENE:JGI_V11_100476" 38.2240487844367 10.8044750713196 27.4195737131171 -16.6150986417974
"GENE:JGI_V11_100485" 108.534205158914 62.184109846286 46.3500953126283 15.8340145336576
"GENE:JGI_V11_100505" 3.34783923230744 0.427118550350505 2.92072068195694 -2.49360213160643
"GENE:JGI_V11_100529" 12.3289414702407 5.42685913622856 6.90208233401212 -1.47522319778355
"GENE:JGI_V11_100541" 19.8928537213491 2.53071610974563 17.3621376116035 -14.8314215018578
"GENE:JGI_V11_100563" 12.2188792309646 2.88128248557407 9.33759674539056 -6.45631425981648
"GENE:JGI_V11_100564" 36.2236878056767 2.17165538860062 34.0520324170761 -31.8803770284755
"GENE:JGI_V11_100606" 14.9240260837385 9.78443479998373 5.13959128375481 4.64484351622892
"GENE:JGI_V11_100611" 38.1599350988629 20.5215019748516 17.6384331240113 2.88306885084022
"GENE:JGI_V11_100622" 20.1971236748084 9.47078746096185 10.7263362138466 -1.25554875288475
"GENE:JGI_V11_100633" 30.227084246854 9.65620401874999 20.570880228104 -10.914676209354
"GENE:JGI_V11_100635" 11.7928194778549 2.56542776558923 9.22739171226564 -6.66196394667641
"GENE:JGI_V11_100643" 50.4139958558503 23.6134099713181 26.8005858845322 -3.18717591321419
"GENE:JGI_V11_100649" 2.70747294564179 0.215878263392119 2.49159468224967 -2.27571641885755
"GENE:JGI_V11_100705" 59.9074649051554 40.6348029022336 19.2726620029219 21.3621408993117
"GENE:JGI_V11_100736" 30.9129494300454 18.482979253646 12.4299701763995 6.05300907724649
"GENE:JGI_V11_100757" 5.87402333993871 1.87456269985 3.9994606400887 -2.1248979402387
"GENE:JGI_V11_100771" 5.90904212212774 1.63996554021379 4.26907658191395 -2.62911104170015
"GENE:JGI_V11_100775" 42.4479411716933 29.6716054426683 12.776335729025 16.8952697136433
"GENE:JGI_V11_100783" 23.7705486911562 8.58301492935501 15.1875337618012 -6.60451883244615
"GENE:JGI_V11_100787" 17.4512917978737 8.2766397477084 9.17465205016535 -0.898012302456948
"GENE:JGI_V11_100794" 28.0335149589651 2.27644984961505 25.75706510935 -23.480615259735
"GENE:JGI_V11_100799" 12.6495784560505 4.42606998434725 8.22350847170328 -3.79743848735603
"GENE:JGI_V11_100809" 4.08867226280637 1.45226416038753 2.63640810241884 -1.18414394203131
"GENE:JGI_V11_100812" 11.2527686150553 4.61314674058857 6.63962187446672 -2.02647513387816
"GENE:JGI_V11_100816" 12.0307098094342 6.09749742589087 5.93321238354336 0.164285042347508
"GENE:JGI_V11_100825" 0.184328882364347 0.017854604572277 0.16647427779207 -0.148619673219793
"GENE:JGI_V11_100837" 21.2414864260392 2.47602331332563 18.7654631127136 -16.289439799388
"GENE:JGI_V11_100849" 2.72015649657515 1.46872642168153 1.25143007489363 0.217296346787903
"GENE:JGI_V11_100850" 11.1587332363 3.21899846621097 7.93973477008904 -4.72073630387807
"GENE:JGI_V11_100888" 9.51752800676825 2.20827177808897 7.30925622867927 -5.1009844505903
"GENE:JGI_V11_100890" 10.8629188057149 3.08073944685578 7.78217935885908 -4.7014399120033
"GENE:JGI_V11_100907" 15.5669710659739 3.53192455203396 12.03504651394 -8.50312196190601
"GENE:JGI_V11_100941" 7.37996225970293 0.962595142040686 6.41736711766224 -5.45477197562156
"GENE:JGI_V11_100944" 13.6330723955072 7.0379476738067 6.59512472170049 0.44282295210621
"GENE:JGI_V11_100959" 84.9095567612352 52.5678077368919 32.3417490243432 20.2260587125487
"GENE:JGI_V11_100969" 88.066437914644 25.3123116954703 62.7541262191737 -37.4418145237034
"GENE:JGI_V11_100983" 6.46186887566786 0.735702660893356 5.7261662147745 -4.99046355388114
"GENE:JGI_V11_100988" 51.2622235145185 25.8558012073937 25.4064223071248 0.449378900268883
"GENE:JGI_V11_100996" 47.7024685177322 29.0569165900574 18.6455519276748 10.4113646623826
"GENE:JGI_V11_101004" 68.357855634041 38.9674369628037 29.3904186712373 9.57701829156647
"GENE:JGI_V11_101007" 7.00277518151213 3.3261763378419 3.67659884367023 -0.350422505828333
"GENE:JGI_V11_101019" 83.5012663282149 60.7302719044782 22.7709944237366 37.9592774807416
"GENE:JGI_V11_101027" 29.4359756408923 6.55479362769736 22.8811820131949 -16.3263883854975
"GENE:JGI_V11_101032" 10.3045259843625 6.19963709057114 4.10488889379135 2.09474819677979
